utc,julian_date_ut,tle_record_index,tle_epoch_utc,tle_age_days,goes18_teme_x_km,goes18_teme_y_km,goes18_teme_z_km,goes18_teme_vx_km_s,goes18_teme_vy_km_s,goes18_teme_vz_km_s,goes18_gcrs_x_km,goes18_gcrs_y_km,goes18_gcrs_z_km,earth_from_goes_x_km,earth_from_goes_y_km,earth_from_goes_z_km,moon_from_goes_x_km,moon_from_goes_y_km,moon_from_goes_z_km,sun_from_goes_x_km,sun_from_goes_y_km,sun_from_goes_z_km
2026-01-01T06:05:00Z,2461041.753472222,35,2026-01-01T05:20:17Z,0.031048762,24090.857317535,34605.586545816,-0.581379902,-2.523287793,1.756831521,-0.000044540,24291.586198152,34464.922173248,-63.295983668,-24291.586198152,-34464.922173248,63.295983668,97686.438972291,262971.422603374,163690.965073569,26687410.195141125,-132758542.590816855,-57533184.003978990
2026-01-01T06:10:00Z,2461041.756944444,35,2026-01-01T05:20:17Z,0.034520985,23328.169132050,35124.312301293,-0.603126620,-2.561109985,1.701213835,-0.000044306,23531.929524059,34988.073855241,-61.407092120,-23531.929524059,-34988.073855241,61.407092120,98137.118145902,262546.839394487,163731.645439582,26697099.304464377,-132757544.697048157,-57532526.599410698
2026-01-01T06:15:00Z,2461041.760416667,35,2026-01-01T05:20:17Z,0.037993207,22554.317735581,35626.230046155,-0.624993272,-2.597706463,1.644782293,-0.000044025,22761.012134839,35494.482723941,-59.489220013,-22761.012134839,-35494.482723941,59.489220013,98598.962870627,262138.770745283,163772.170908950,26706799.573089343,-132756529.565267369,-57531869.009490587
2026-01-01T06:20:00Z,2461041.763888889,35,2026-01-01T05:20:17Z,0.041465429,21769.673481624,36111.099665914,-0.646962304,-2.633059724,1.587563903,-0.000043696,21979.202980315,35983.906515523,-57.543278095,-21979.202980315,-35983.906515523,57.543278095,99071.604459037,261747.458840950,163812.542357762,26716510.632048283,-132755496.953215405,-57531211.233310096
2026-01-01T06:25:00Z,2461041.767361111,35,2026-01-01T05:20:17Z,0.044937651,20974.611885039,36578.689205379,-0.669015940,-2.667152862,1.529586050,-0.000043319,21186.876219021,36456.111095303,-55.570190369,-21186.876219021,-36456.111095303,55.570190369,99554.668981266,261373.137734391,163852.760674039,26726232.107151896,-132754446.626764238,-57530553.269947931
2026-01-01T06:30:00Z,2461041.770833333,35,2026-01-01T05:20:17Z,0.048409874,20169.513442313,37028.774979504,-0.691136203,-2.699969575,1.470876482,-0.000042895,20384.411039099,36910.870569636,-53.570893659,-20384.411039099,-36910.870569636,53.570893659,100047.777468691,261016.033234117,163892.826757080,26735963.619168408,-132753378.360028729,-57529895.118471108
2026-01-01T06:35:00Z,2461041.774305556,35,2026-01-01T05:20:17Z,0.051882096,19354.763449452,37461.141680271,-0.713304919,-2.731494169,1.411463296,-0.000042421,19572.191476816,37347.967393854,-51.546337158,-19572.191476816,-37347.967393854,51.546337158,100550.546148392,260676.362807605,163932.741522146,26745704.784043837,-132752291.935468748,-57529236.777932301
2026-01-01T06:40:00Z,2461041.777777778,35,2026-01-01T05:20:17Z,0.055354318,18530.751817576,37875.582479563,-0.735503731,-2.761711570,1.351374925,-0.000041898,18750.606232770,37767.192476203,-49.497481983,-18750.606232770,-37767.192476203,49.497481983,101062.586548760,260354.335464942,163972.505894435,26755455.213043235,-132751187.143999681,-57528578.247373566
2026-01-01T06:45:00Z,2461041.781250000,35,2026-01-01T05:20:17Z,0.058826540,17697.872886314,38271.899127982,-0.757714114,-2.790607331,1.290640124,-0.000041326,17920.048485861,38168.345277755,-47.425300714,-17920.048485861,-38168.345277755,47.425300714,101583.505723437,260050.151662533,164012.120810284,26765214.512956224,-132750063.785089403,-57527919.525825284
2026-01-01T06:50:00Z,2461041.784722222,35,2026-01-01T05:20:17Z,0.062298762,16856.525235091,38649.902049557,-0.779917380,-2.818167636,1.229287960,-0.000040704,17080.915705122,38551.233908204,-45.330776933,-17080.915705122,-38551.233908204,45.330776933,102112.906441441,259764.003209902,164051.587217845,26774982.286283605,-132748921.666854829,-57527260.612306930
2026-01-01T06:55:00Z,2461041.788194444,35,2026-01-01T05:20:17Z,0.065770985,16007.111492388,39009.410432306,-0.802094696,-2.844379307,1.167347791,-0.000040033,16233.609459528,38915.675217536,-43.214904756,-16233.609459528,-38915.675217536,43.214904756,102650.387367067,259496.073176229,164090.906075725,26784758.131421443,-132747760.606152445,-57526601.505827278
2026-01-01T07:00:00Z,2461041.791666667,35,2026-01-01T05:20:17Z,0.069243207,15150.038143078,39350.252314600,-0.824227096,-2.869229813,1.104849259,-0.000039311,15378.535225823,39261.494883515,-41.078688361,-15378.535225823,-39261.494883515,41.078688361,103195.543278135,259246.535806742,164130.078354341,26794541.642875034,-132746580.428664640,-57525942.205384158
2026-01-01T07:05:00Z,2461041.795138889,35,2026-01-01T05:20:17Z,0.072715429,14285.715333913,39672.264667295,-0.846295488,-2.892707274,1.041822269,-0.000038539,14516.102194490,39588.527494944,-38.923141510,-14516.102194490,-39588.527494944,38.923141510,103747.965205052,259015.556428616,164169.105030683,26804332.411410429,-132745380.968989477,-57525282.709967829
2026-01-01T07:10:00Z,2461041.798611111,35,2026-01-01T05:20:17Z,0.076187651,13414.556677278,39975.293471590,-0.868280674,-2.914800467,0.978296982,-0.000037717,13646.723073972,39896.616630659,-36.749287070,-13646.723073972,-39896.616630659,36.749287070,104307.240677577,258803.291383995,164207.987092967,26814130.024288829,-132744162.070712179,-57524623.018558152
2026-01-01T07:15:00Z,2461041.802083333,35,2026-01-01T05:20:17Z,0.079659874,12536.979053285,40259.193792571,-0.890163355,-2.935498830,0.914303796,-0.000036844,12770.813893190,40185.614934227,-34.558156522,-12770.813893190,-40185.614934227,34.558156522,104872.953925958,258609.887952948,164246.725539309,26823934.065463245,-132742923.586480275,-57523963.130125433
2026-01-01T07:20:00Z,2461041.805555556,35,2026-01-01T05:20:17Z,0.083132096,11653.402410314,40523.829848418,-0.911924150,-2.954792472,0.849873330,-0.000035921,11888.793802485,40455.384184312,-32.350789476,-11888.793802485,-40455.384184312,32.350789476,105444.686020957,258435.484274322,164285.321373231,26833744.115739826,-132741665.378082201,-57523303.043634236
2026-01-01T07:25:00Z,2461041.809027778,35,2026-01-01T05:20:17Z,0.086604318,10764.249564089,40769.075075224,-0.933543607,-2.972672169,0.785036416,-0.000034947,11001.084873088,40705.795360654,-30.128233173,-11001.084873088,-40705.795360654,30.128233173,106022.015125129,258280.209289120,164323.775607371,26843559.753021326,-132740387.316502392,-57522642.758039378
2026-01-01T07:30:00Z,2461041.812500000,35,2026-01-01T05:20:17Z,0.090076540,9869.945995395,40994.812187410,-0.955002212,-2.989129377,0.719824075,-0.000033923,10108.111895186,40936.728705667,-27.891541991,-10108.111895186,-40936.728705667,27.891541991,106604.516690938,258144.182675395,164362.089261350,26853380.552486289,-132739089.281991139,-57521982.272290006
2026-01-01T07:35:00Z,2461041.815972222,35,2026-01-01T05:20:17Z,0.093548762,8970.919646520,41200.933233702,-0.976280407,-3.004156232,0.654267512,-0.000032849,9210.302174688,41148.073781596,-25.641776942,-9210.302174688,-41148.073781596,25.641776942,107191.763655502,258027.514793692,164400.263362537,26863206.086798836,-132737771.164116502,-57521321.585327424
2026-01-01T07:40:00Z,2461041.819444444,35,2026-01-01T05:20:17Z,0.097020985,8067.600716528,41387.339648644,-0.997358601,-3.017745553,0.588398092,-0.000031724,8308.085328811,41339.729523218,-23.380005169,-8308.085328811,-41339.729523218,23.380005169,107783.326635645,257930.306629765,164438.298943370,26873035.926306546,-132736432.861821011,-57520660.696088046
2026-01-01T07:45:00Z,2461041.822916667,35,2026-01-01T05:20:17Z,0.100493207,7160.421455460,41553.942299620,-1.018217183,-3.029890848,0.522247333,-0.000030549,7401.893080555,41511.604286063,-21.107299439,-7401.893080555,-41511.604286063,21.107299439,108378.774151051,257852.649750278,164476.197042749,26882869.639268558,-132735074.283464044,-57519999.603500657
2026-01-01T07:50:00Z,2461041.826388889,35,2026-01-01T05:20:17Z,0.103965429,6249.815957555,41700.661529369,-1.038836536,-3.040586316,0.455846885,-0.000029324,6492.159052171,41663.615890127,-18.824737632,-6492.159052171,-41663.615890127,18.824737632,108977.672823007,257794.626257345,164513.958704697,26892706.792019255,-132733695.346875504,-57519338.306491718
2026-01-01T07:55:00Z,2461041.829861111,35,2026-01-01T05:20:17Z,0.107437651,5336.219953602,41827.427193966,-1.059197050,-3.049826847,0.389228516,-0.000028050,5579.318557754,41795.691659061,-16.533402234,-5579.318557754,-41795.691659061,16.533402234,109579.587554505,257756.308746099,164551.584976286,26902546.949214220,-132732295.979384288,-57518676.803981043
2026-01-01T08:00:00Z,2461041.833333333,35,2026-01-01T05:20:17Z,0.110909874,4420.070602509,41934.178696255,-1.079279132,-3.057608031,0.322424102,-0.000026726,4663.808394985,41907.768454820,-14.234379816,-4663.808394985,-41907.768454820,14.234379816,110184.081812491,257737.760281135,164589.076912184,26912389.674037430,-132730876.117858022,-57518015.094884515
2026-01-01T08:05:00Z,2461041.836805556,35,2026-01-01T05:20:17Z,0.114382096,3501.806282194,42020.865014723,-1.099063226,-3.063926151,0.255465603,-0.000025352,3746.066636213,41999.792707742,-11.928760526,-3746.066636213,-41999.792707742,11.928760526,110790.717755219,257739.034353374,164626.435568379,26922234.528373349,-132729435.708734870,-57517353.178115256
2026-01-01T08:10:00Z,2461041.840277778,35,2026-01-01T05:20:17Z,0.117854318,2581.866379903,42087.444727784,-1.118529819,-3.068778196,0.188385054,-0.000023930,2826.532418918,42071.720442061,-9.617637565,-2826.532418918,-42071.720442061,9.617637565,111399.056471395,257760.174858567,164663.662003275,26932081.073054109,-132727974.708046362,-57516691.052583478
2026-01-01T08:15:00Z,2461041.843750000,35,2026-01-01T05:20:17Z,0.121326540,1660.691082048,42133.886033486,-1.137659462,-3.072161850,0.121214549,-0.000022460,1905.645735658,42123.517296831,-7.302106671,-1905.645735658,-42123.517296831,7.302106671,112008.658228777,257801.216083973,164700.757280690,26941928.868068930,-132726493.081436068,-57516028.717195146
2026-01-01T08:20:00Z,2461041.847222222,35,2026-01-01T05:20:17Z,0.124798762,738.721163663,42160.166764610,-1.156432776,-3.074075503,0.053986224,-0.000020941,983.847223623,42155.158542251,-4.983265600,-983.847223623,-42155.158542251,4.983265600,112619.082608686,257862.182679426,164737.722463705,26951777.472733237,-132724990.804183021,-57515366.170856521
2026-01-01T08:25:00Z,2461041.850694444,35,2026-01-01T05:20:17Z,0.128270985,-183.602222406,42166.274399173,-1.174830469,-3.074518247,-0.013267758,-0.000019375,61.577953898,42166.629091390,-2.662213602,-61.577953898,-42166.629091390,2.662213602,113229.888800614,257943.089658920,164774.558620014,26961626.445962258,-132723467.861204192,-57514703.412469931
2026-01-01T08:30:00Z,2461041.854166667,35,2026-01-01T05:20:17Z,0.131743207,-1105.837756498,42152.206066311,-1.192833350,-3.073489879,-0.080515221,-0.000017761,-860.720779517,42157.923507300,-0.340050902,860.720779517,-42157.923507300,0.340050902,113840.635728393,258043.942378105,164811.266814623,26971475.346418548,-132721924.247072086,-57514040.440939300
2026-01-01T08:35:00Z,2461041.857638889,35,2026-01-01T05:20:17Z,0.135215429,-2027.544163203,42117.968547553,-1.210422342,-3.070990897,-0.147723995,-0.000016101,-1782.607670736,42129.046005517,1.982121823,1782.607670736,-42129.046005517,-1.982121823,114450.882334337,258164.736548292,164847.848116583,26981323.732765730,-132720359.966007918,-57513377.255166352
2026-01-01T08:40:00Z,2461041.861111111,35,2026-01-01T05:20:17Z,0.138687651,-2948.280422406,42063.578273483,-1.227578492,-3.067022504,-0.214861926,-0.000014395,-2703.641613061,42080.010451948,4.303203966,2703.641613061,-42080.010451948,-4.303203966,115060.187760342,258305.458226896,164884.303593375,26991171.163874976,-132718775.031883433,-57512713.854053140
2026-01-01T08:45:00Z,2461041.864583333,35,2026-01-01T05:20:17Z,0.142159874,-3867.605980200,41989.061315789,-1.244282989,-3.061586606,-0.281896895,-0.000012643,-3623.381909936,42010.840356151,6.622095512,3623.381909936,-42010.840356151,-6.622095512,115668.111545107,258466.083828413,164920.634312237,27001017.199014880,-132717169.468215927,-57512050.236502841
2026-01-01T08:50:00Z,2461041.868055556,35,2026-01-01T05:20:17Z,0.145632096,-4785.080959577,41894.453374705,-1.260517176,-3.054685809,-0.348796833,-0.000010847,-4541.388485710,41921.568859996,8.937697561,4541.388485710,-41921.568859996,-8.937697561,116274.213853023,258646.580136358,164956.841339854,27010861.398083314,-132715543.308152139,-57511386.401418798
2026-01-01T08:55:00Z,2461041.871527778,35,2026-01-01T05:20:17Z,0.149104318,-5700.266370789,41779.799761848,-1.276262560,-3.046323421,-0.415529737,-0.000009006,-5457.222096073,41812.238721731,11.248912847,5457.222096073,-41812.238721731,-11.248912847,116878.055666926,258846.904313777,164992.925739560,27020703.321792737,-132713896.594459757,-57510722.347707763
2026-01-01T09:00:00Z,2461041.875000000,35,2026-01-01T05:20:17Z,0.152576540,-6612.724321286,41645.155378468,-1.291500831,-3.036503449,-0.482063681,-0.000007122,-6370.444538138,41682.902295451,13.554646260,6370.444538138,-41682.902295451,-13.554646260,117479.199036803,259067.003934420,165028.888575406,27030542.531918187,-132712229.379497096,-57510058.074276477
2026-01-01T09:05:00Z,2461041.878472222,35,2026-01-01T05:20:17Z,0.156048762,-7522.018225116,41490.584689107,-1.306213868,-3.025230596,-0.548366837,-0.000005195,-7280.618859995,41533.621505974,15.853805367,7280.618859995,-41533.621505974,-15.853805367,118077.207254947,259306.816997987,165064.730907356,27040378.591485642,-132710541.725195423,-57509393.580035277
2026-01-01T09:10:00Z,2461041.881944444,35,2026-01-01T05:20:17Z,0.159520985,-8427.713011706,41316.161690701,-1.320383758,-3.012510262,-0.614407487,-0.000003226,-8187.309569637,41364.467819159,18.145300925,8187.309569637,-41364.467819159,-18.145300925,118671.645061059,259566.271962640,165100.453791915,27050211.064959522,-132708833.703029022,-57508728.863898657
2026-01-01T09:15:00Z,2461041.885416667,35,2026-01-01T05:20:17Z,0.162993207,-9329.375333917,41121.969877110,-1.333992808,-2.998348536,-0.680154039,-0.000001216,-9090.082843241,41175.522207647,20.428047402,9090.082843241,-41175.522207647,-20.428047402,119262.078872078,259845.287781670,165136.058282859,27060039.518490005,-132707105.393975884,-57508063.924783222
2026-01-01T09:20:00Z,2461041.888888889,35,2026-01-01T05:20:17Z,0.166465429,-10226.573775258,40908.102199126,-1.347023554,-2.982752199,-0.745575040,0.000000834,-9988.506732618,40966.875112072,22.700963491,9988.506732618,-40966.875112072,-22.700963491,119848.076984324,260143.773940575,165171.545429747,27069863.520098019,-132705356.888484076,-57507398.761611044
2026-01-01T09:25:00Z,2461041.892361111,35,2026-01-01T05:20:17Z,0.169937651,-11118.879056196,40674.661019952,-1.359458779,-2.965728716,-0.810639196,0.000002924,-10882.151371740,40738.626397744,24.962972621,10882.151371740,-40738.626397744,-24.962972621,120429.209768001,260461.630498432,165206.916276697,27079682.639886934,-132703588.286424652,-57506733.373307995
2026-01-01T09:30:00Z,2461041.895833333,35,2026-01-01T05:20:17Z,0.173409874,-12005.864239421,40421.758066187,-1.371281521,-2.947286236,-0.875315382,0.000005052,-11770.589182331,40490.885306825,27.213003468,11770.589182331,-40490.885306825,-27.213003468,121005.049885312,260798.748139992,165242.171863699,27089496.450248308,-132701799.697047085,-57506067.758805953
2026-01-01T09:35:00Z,2461041.899305556,35,2026-01-01T05:20:17Z,0.176882096,-12887.104934002,40149.514374341,-1.382475090,-2.927433585,-0.939572659,0.000007218,-12653.395078302,40223.770406031,29.449990465,12653.395078302,-40223.770406031,-29.449990465,121575.172491233,261155.008224403,165277.313224624,27099304.526060842,-132699991.238924772,-57505401.917042129
2026-01-01T09:40:00Z,2461041.902777778,35,2026-01-01T05:20:17Z,0.180354318,-13762.179498321,39858.060232891,-1.393023077,-2.906180266,-1.003380287,0.000009420,-13530.146669021,39937.409529876,31.672874301,13530.146669021,-39937.409529876,-31.672874301,122139.155448205,261530.282845691,165312.341388155,27109106.444915932,-132698163.039897203,-57504735.846959472
2026-01-01T09:45:00Z,2461041.906250000,35,2026-01-01T05:20:17Z,0.183826540,-14630.669241689,39547.535119929,-1.402909367,-2.883536448,-1.066707745,0.000011658,-14400.424461293,39631.939719490,33.880602431,14400.424461293,-39631.939719490,-33.880602431,122696.579483373,261924.434886517,165347.257374242,27118901.787273224,-132696315.237014502,-57504069.547509305
2026-01-01T09:50:00Z,2461041.909722222,35,2026-01-01T05:20:17Z,0.187298762,-15492.158624549,39218.087636416,-1.412118154,-2.859512968,-1.129524738,0.000013930,-15263.812059953,39307.507157028,36.072129569,15263.812059953,-39307.507157028,-36.072129569,123247.028454708,262337.318092336,165382.062197288,27128690.136719350,-132694447.976463914,-57503403.017648518
2026-01-01T09:55:00Z,2461041.913194444,36,2026-01-01T14:28:38Z,-0.190031225,-16346.521965671,38869.835443132,-4.695605696,-2.834110061,-1.191812574,0.000067793,-16120.191410914,38964.228667083,34.972185648,16120.191410914,-38964.228667083,-34.972185648,123790.384549407,262768.815566098,165420.031096409,27138471.375169702,-132692561.375076219,-57502732.982109725
2026-01-01T10:00:00Z,2461041.916666667,36,2026-01-01T14:28:38Z,-0.186559003,-17192.774197509,38503.021796086,-4.680426162,-2.807362085,-1.253518352,0.000075272,-16968.559376397,38602.341981049,37.151185080,16968.559376397,-38602.341981049,-37.151185080,124325.644862448,263218.689502973,165454.593625862,27148244.499443315,-132690655.670591950,-57502066.011311330
2026-01-01T10:05:00Z,2461041.920138889,36,2026-01-01T14:28:38Z,-0.183086781,-18030.800244605,38117.785705549,-4.662996714,-2.779270906,-1.314624300,0.000082734,-17808.808438183,38221.985333627,39.312422875,17808.808438183,-38221.985333627,-39.312422875,124852.702138114,263686.801598911,165489.046461106,27158009.402008429,-132688731.001249045,-57501398.808549717
2026-01-01T10:10:00Z,2461041.923611111,36,2026-01-01T14:28:38Z,-0.179614559,-18860.199147214,37714.311512440,-4.643320002,-2.749849966,-1.375101185,0.000090177,-18640.536572843,37823.340731096,41.454870603,18640.536572843,-37823.340731096,-41.454870603,125371.154564348,264172.969769928,165523.390597461,27167765.680797946,-132686787.549063012,-57500731.372800425
2026-01-01T10:15:00Z,2461041.927083333,36,2026-01-01T14:28:38Z,-0.176142336,-19680.574073322,37292.792281930,-4.621399777,-2.719113339,-1.434920080,0.000097596,-19463.345833867,37406.598927837,43.577508807,19463.345833867,-37406.598927837,-43.577508807,125880.604453384,264677.003193056,165557.627025238,27177512.937835071,-132684825.504794344,-57500063.703046717
2026-01-01T10:20:00Z,2461041.930555556,36,2026-01-01T14:28:38Z,-0.172670114,-20491.532508395,36853.429711088,-4.597240882,-2.687075732,-1.494052369,0.000104987,-20276.842541957,36971.959335084,45.679327478,20276.842541957,-36971.959335084,-45.679327478,126380.658367507,265198.702384890,165591.756723759,27187250.779418331,-132682845.067859873,-57499395.798280887
2026-01-01T10:25:00Z,2461041.934027778,36,2026-01-01T14:28:38Z,-0.169197892,-21292.686443054,36396.434032409,-4.570849260,-2.653752472,-1.552469767,0.000112348,-21080.637473247,36519.629925543,47.759326546,21080.637473247,-36519.629925543,-47.759326546,126870.927324094,265737.859300980,165625.780662620,27196978.816289097,-132680846.446239278,-57498727.657505997
2026-01-01T10:30:00Z,2461041.937500000,36,2026-01-01T14:28:38Z,-0.165725670,-22083.652558604,35922.023913256,-4.542231948,-2.619159502,-1.610144328,0.000119674,-21874.346045411,36049.827133925,49.816516346,21874.346045411,-36049.827133925,-49.816516346,127351.026974156,266294.257434311,165659.699800833,27206696.663834266,-132678829.856374115,-57498059.279735245
2026-01-01T10:35:00Z,2461041.940972222,36,2026-01-01T14:28:38Z,-0.162253448,-22864.052410310,35430.426351286,-4.511397082,-2.583313371,-1.667048465,0.000126963,-22657.588501555,35562.775753421,51.849918094,22657.588501555,-35562.775753421,-51.849918094,127820.577815594,266867.671921826,165693.515087562,27216403.942266628,-132676795.523064122,-57497390.663992822
2026-01-01T10:40:00Z,2461041.944444444,36,2026-01-01T14:28:38Z,-0.158781225,-23633.512608357,34921.876565878,-4.478353887,-2.546231229,-1.723154956,0.000134210,-23429.990091792,35058.708828207,53.858564354,23429.990091792,-35058.708828207,-53.858564354,128279.205323041,267457.869646049,165727.227459169,27226100.276801195,-132674743.679360673,-57496721.809314169
2026-01-01T10:45:00Z,2461041.947916667,36,2026-01-01T14:28:38Z,-0.155309003,-24391.664996383,34396.617885652,-4.443112685,-2.507930814,-1.778436963,0.000141411,-24191.181252436,34537.867541979,55.841499493,24191.181252436,-34537.867541979,-55.841499493,128726.540200587,268064.609356806,165760.837843227,27235785.297856946,-132672674.566452131,-57496052.714745894
2026-01-01T10:50:00Z,2461041.951388889,36,2026-01-01T14:28:38Z,-0.151836781,-25138.146827519,33854.901632100,-4.405684885,-2.468430449,-1.832868040,0.000148564,-24940.797782707,34000.501102629,57.797780139,24940.797782707,-34000.501102629,-57.797780139,129162.218468280,268687.641771310,165794.347151386,27245458.641189229,-132670588.433555126,-57495383.379348323
2026-01-01T10:55:00Z,2461041.954861111,36,2026-01-01T14:28:38Z,-0.148364559,-25872.600937836,33296.986999405,-4.366082983,-2.427749029,-1.886422151,0.000155665,-25678.481018876,33446.866623064,59.726475630,25678.481018876,-33446.866623064,-59.726475630,129585.881717131,269326.709709214,165827.756285890,27255119.948112510,-132668485.537787586,-57494713.802192867
2026-01-01T11:00:00Z,2461041.958333333,36,2026-01-01T14:28:38Z,-0.144892336,-26594.675917131,32723.140930496,-4.324320558,-2.385906017,-1.939073675,0.000162710,-26403.878005771,32877.228998263,61.626668454,26403.878005771,-32877.228998263,-61.626668454,129997.177212782,269981.548201474,165861.066132879,27264768.865628377,-132666366.144053340,-57494043.982366025
2026-01-01T11:05:00Z,2461041.961805556,36,2026-01-01T14:28:38Z,-0.141420114,-27304.026276963,32133.637989404,-4.280412268,-2.342921427,-1.990797428,0.000169696,-27116.641665546,32291.860778603,63.497454690,27116.641665546,-32291.860778603,-63.497454690,130395.758137178,270651.884630688,165894.277568131,27274405.046636835,-132664230.524907857,-57493373.918965973
2026-01-01T11:10:00Z,2461041.965277778,36,2026-01-01T14:28:38Z,-0.137947892,-28000.312615853,31528.760229974,-4.234373846,-2.298815822,-2.041568664,0.000176619,-27816.430963651,31691.042039542,65.337944431,27816.430963651,-31691.042039542,-65.337944431,130781.283706193,271337.438853413,165927.391452938,27284028.150081184,-132662078.960431769,-57492703.611105002
2026-01-01T11:15:00Z,2461041.968750000,36,2026-01-01T14:28:38Z,-0.134475670,-28683.201781587,30908.797060996,-4.186222093,-2.253610300,-2.091363097,0.000183475,-28502.911071900,31075.060247698,67.147262215,28502.911071900,-31075.060247698,-67.147262215,131153.419321813,272037.923330892,165960.408632336,27293637.841089856,-132659911.738100410,-57492033.057911463
2026-01-01T11:20:00Z,2461041.972222222,36,2026-01-01T14:28:38Z,-0.131003448,-29352.367030525,30274.045107829,-4.135974873,-2.207326485,-2.140156905,0.000190262,-29175.753528593,30444.210123394,68.924547435,29175.753528593,-30444.210123394,-68.924547435,131511.836760025,272753.043272605,165993.329937451,27303233.791175079,-132657729.152640492,-57491362.258527473
2026-01-01T11:25:00Z,2461041.975694444,36,2026-01-01T14:28:38Z,-0.127531225,-30007.488183849,29624.808070571,-4.083651107,-2.159986517,-2.187926746,0.000196976,-29834.636395587,29798.793499741,70.668954753,29834.636395587,-29798.793499741,-70.668954753,131856.214330453,273482.496778320,166026.156185439,27312815.678363800,-132655531.505891487,-57490691.212110527
2026-01-01T11:30:00Z,2461041.979166667,36,2026-01-01T14:28:38Z,-0.124059003,-30648.251780680,28961.396578850,-4.029270767,-2.111613041,-2.234649768,0.000203614,-30479.244412251,29139.119178319,72.379654498,30479.244412251,-29139.119178319,-72.379654498,132186.237014765,274225.974976294,166058.888176548,27322383.187373359,-132653319.106660739,-57490019.917833343
2026-01-01T11:35:00Z,2461041.982638889,36,2026-01-01T14:28:38Z,-0.120586781,-31274.351227979,28284.128043299,-3.972854866,-2.062229195,-2.280303618,0.000210172,-31109.269146217,28465.502781545,74.055833064,31109.269146217,-28465.502781545,-74.055833064,132501.596636024,274983.162178300,166091.526696807,27331936.009740777,-132651092.270576954,-57489348.374885090
2026-01-01T11:40:00Z,2461041.986111111,36,2026-01-01T14:28:38Z,-0.117114559,-31885.486947176,27593.326503803,-3.914425455,-2.011858603,-2.324866455,0.000216646,-31724.409140906,27778.266601748,75.696693296,31724.409140906,-27778.266601748,-75.696693296,132801.991963765,275753.736020120,166124.072513227,27341473.843966175,-132648851.319941729,-57488676.582472615
2026-01-01T11:45:00Z,2461041.989583333,36,2026-01-01T14:28:38Z,-0.113642336,-32481.366517438,26889.322474563,-3.854005607,-1.960525358,-2.368316960,0.000223034,-32324.370059683,27077.739447085,77.301454869,32324.370059683,-27077.739447085,-77.301454869,133087.128917330,276537.367627902,166156.526378691,27350996.395699371,-132646596.583566621,-57488004.539817013
2026-01-01T11:50:00Z,2461041.993055556,36,2026-01-01T14:28:38Z,-0.110170114,-33061.704815526,26172.452786071,-3.791619415,-1.908254014,-2.410634344,0.000229333,-32908.864826638,26364.256484328,78.869354657,32908.864826638,-26364.256484328,-78.869354657,133356.720646423,277333.721764265,166188.889026826,27360503.377817020,-132644328.396627709,-57487332.246159218
2026-01-01T11:55:00Z,2461041.996527778,36,2026-01-01T14:28:38Z,-0.106697892,-33626.224152164,25443.060424075,-3.727291981,-1.855069576,-2.451798363,0.000235538,-33477.613763872,25638.159078630,80.399647100,33477.613763872,-25638.159078630,-80.399647100,133610.487733440,278142.456998528,166221.161175808,27369994.510623105,-132642047.100495204,-57486659.700755857
2026-01-01T12:00:00Z,2461042.000000000,36,2026-01-01T14:28:38Z,-0.103225670,-34174.654404854,24701.494365584,-3.661049402,-1.800997482,-2.491789321,0.000241647,-34030.344725286,24899.794630293,81.891604556,34030.344725286,-24899.794630293,-81.891604556,133848.158276015,278963.225862920,166253.343525194,27379469.521941304,-132639753.042575344,-57485986.902881801
2026-01-01T12:05:00Z,2461042.003472222,36,2026-01-01T14:28:38Z,-0.099753448,-34706.733147081,23948.109412024,-3.592918764,-1.746063599,-2.530588086,0.000247657,-34566.793226734,24149.516408691,83.344517647,34566.793226734,-24149.516408691,-83.344517647,134069.468011333,279795.675018169,166285.436755174,27388928.147244025,-132637446.576146007,-57485313.851831391
2026-01-01T12:10:00Z,2461042.006944444,36,2026-01-01T14:28:38Z,-0.096281225,-35222.205773840,23183.266019605,-3.522928130,-1.690294202,-2.568176093,0.000253565,-35086.702572543,23387.683383364,84.757695599,35086.702572543,-23387.683383364,-84.757695599,134274.160513085,280639.445430588,166317.441529884,27398370.129817605,-132635128.060182333,-57484640.546916261
2026-01-01T12:15:00Z,2461042.010416667,36,2026-01-01T14:28:38Z,-0.092809003,-35720.825623426,22407.330126979,-3.451106527,-1.633715968,-2.604535358,0.000259367,-35589.823978303,22614.660052384,86.130466565,35589.823978303,-22614.660052384,-86.130466565,134461.987223538,281494.172532523,166349.358492197,27407795.220843717,-132632797.859188318,-57483966.987467110
2026-01-01T12:20:00Z,2461042.013888889,36,2026-01-01T14:28:38Z,-0.089336781,-36202.354095430,21620.672980285,-3.377483936,-1.576355960,-2.639648484,0.000265061,-36075.916689876,21830.816268095,87.462177952,36075.916689876,-21830.816268095,-87.462177952,134632.707635806,282359.486406139,166381.188267520,27417203.179536410,-132630456.343024015,-57483293.172834679
2026-01-01T12:25:00Z,2461042.017361111,36,2026-01-01T14:28:38Z,-0.085864559,-36666.560764890,20823.670955648,-3.302091276,-1.518241617,-2.673498668,0.000270643,-36544.748098570,21036.527060280,88.752196726,36544.748098570,-21036.527060280,-88.752196726,134786.089393922,283235.011956540,166412.931461942,27426593.773257259,-132628103.886725113,-57482619.102388434
