utc,julian_date_ut,goes18_ra_deg,goes18_dec_deg,earth_distance_km,moon_distance_km,sun_distance_km,earth_moon_separation_deg,earth_sun_separation_deg,moon_sun_separation_deg,earth_apparent_radius_deg,earth_exclusion_radius_deg,moon_apparent_radius_deg,moon_exclusion_radius_deg,sun_apparent_radius_deg,sun_exclusion_radius_deg,earth_moon_cap_overlap_sr,earth_sun_cap_overlap_sr,moon_sun_cap_overlap_sr,earth_moon_sun_triple_overlap_sr,total_excluded_sky_sr,visible_sky_fraction,visible_sky_percent
2026-08-26T14:35:00Z,2461279.107638889,56.264630127262,-0.064533231524,42165.456723,404183.742183,151176874.107101,75.863066611,81.421637163,156.131270500,8.690414461,28.690414461,0.246288961,20.000000000,0.263670054,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990633506803,0.762012947208,76.201294721
2026-08-26T14:40:00Z,2461279.111111111,57.517966866712,-0.061986959843,42165.432997,404993.550346,151175863.031830,74.739214157,82.651289890,156.212153166,8.690419389,28.690419389,0.245796489,20.000000000,0.263671817,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990633766230,0.762012926563,76.201292656
2026-08-26T14:45:00Z,2461279.114583333,58.771304734205,-0.059412000828,42165.408665,405798.848330,151174849.379195,73.617741869,83.881074053,156.295267660,8.690424443,28.690424443,0.245308709,20.000000000,0.263673585,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990634032293,0.762012905391,76.201290539
2026-08-26T14:50:00Z,2461279.118055556,60.024643776989,-0.056809661089,42165.383730,406599.298332,151173833.577045,72.498672693,85.110969965,156.380585720,8.690429622,28.690429622,0.244825780,20.000000000,0.263675357,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990634304952,0.762012883693,76.201288369
2026-08-26T14:55:00Z,2461279.121527778,61.277984041585,-0.054181253386,42165.358195,407394.566434,151172816.054264,71.382029848,86.340958298,156.468078506,8.690434925,28.690434925,0.244347857,20.000000000,0.263677132,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990634584162,0.762012861475,76.201286147
2026-08-26T15:00:00Z,2461279.125000000,62.531325577743,-0.051528095628,42165.332065,408184.322691,151171797.240560,70.267837026,87.571020024,156.557716629,8.690440352,28.690440352,0.243875089,20.000000000,0.263678909,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990634869880,0.762012838738,76.201283874
2026-08-26T15:05:00Z,2461279.128472222,63.784668434411,-0.048851509938,42165.305345,408968.241210,151170777.566269,69.156118615,88.801136330,156.649470171,8.690445902,28.690445902,0.243407621,20.000000000,0.263680687,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990635162059,0.762012815487,76.201281549
2026-08-26T15:10:00Z,2461279.131944444,65.038012663673,-0.046152821744,42165.278038,409746.000225,151169757.462141,68.046899915,90.031288555,156.743308708,8.690451574,28.690451574,0.242945595,20.000000000,0.263682467,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990635460648,0.762012791726,76.201279173
2026-08-26T15:15:00Z,2461279.135416667,66.291358316699,-0.043433358934,42165.250150,410517.282168,151168737.359144,66.940207377,91.261458118,156.839201334,8.690457366,28.690457366,0.242489144,20.000000000,0.263684246,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990635765595,0.762012767459,76.201276746
2026-08-26T15:20:00Z,2461279.138888889,67.544705447660,-0.040694451048,42165.221685,411281.773743,151167717.688252,65.836068850,92.491626451,156.937116679,8.690463278,28.690463278,0.242038402,20.000000000,0.263686025,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990636076843,0.762012742691,76.201274269
